fnode	tnode	iftran	hydseq
35031	35289	1	12641
35289	35152	1	12642
35152	35125	1	12643
35125	35102	1	12644
35102	35155	1	12645
35155	35249	1	12646
35249	35445	1	12647
35445	35250	1	12648
35250	35351	1	12649
35351	35336	1	12650
35336	35145	1	12651
35145	35036	1	12652
35036	35022	1	12653
35022	34992	1	12654
34992	34817	1	12655
34817	34837	1	12656
34837	34698	1	12657
34698	34668	1	12658
34668	34646	1	12659
34646	34500	1	12660
34500	34504	1	12661
34504	34495	1	12662
33666	34254	1	12663
33829	34275	1	12664
34127	34348	1	12665
34463	34348	1	12666
34348	34275	1	12667
34275	34254	1	12668
34254	34492	1	12669
33397	33833	1	12670
33442	33833	1	12671
33833	34008	1	12672
33575	34008	1	12673
34008	34383	1	12674
33796	34207	1	12675
33556	33988	1	12676
33492	33988	1	12677
33988	34207	1	12678
34207	34333	1	12679
33882	34157	1	12680
34332	34095	1	12681
33590	33413	1	12682
33261	33383	1	12683
33045	33430	1	12684
33426	33551	1	12685
33300	33718	1	12686
33270	33489	1	12687
33403	33489	1	12688
33489	33580	1	12689
33636	33580	1	12690
33580	33718	1	12691
33718	33848	1	12692
33731	33957	1	12693
33980	33957	1	12694
33957	33951	1	12695
34550	34618	1	12696
35007	34618	1	12697
34618	34609	1	12698
33041	33383	1	12699
33383	33413	1	12700
33413	33430	1	12701
33430	33551	1	12702
33551	33848	1	12703
33848	33951	1	12704
33951	34095	1	12705
34095	34157	1	12706
34157	34333	1	12707
34333	34383	1	12708
34383	34609	1	12709
34609	34534	1	12710
34534	34492	1	12711
34492	34855	1	12712
31177	31281	1	12713
31711	31326	1	12714
31271	31332	1	12715
30934	30887	1	12716
30863	30457	1	12717
30131	30305	1	12718
29496	30305	1	12719
30305	30277	1	12720
29460	29747	1	12721
29534	29747	1	12722
29747	30277	1	12723
30277	30457	1	12724
30457	30652	1	12725
29870	30383	1	12726
30858	30383	1	12727
30383	30652	1	12728
30652	30823	1	12729
30104	30752	1	12730
30189	30742	1	12731
30551	30742	1	12732
30742	30752	1	12733
30752	31316	1	12734
30077	31321	1	12735
31076	31316	1	12736
31316	31321	1	12737
31321	31406	1	12738
33258	33563	1	12739
32845	33190	1	12740
32900	33190	1	12741
33190	33372	1	12742
32982	33372	1	12743
33372	33470	1	12744
32759	33341	1	12745
32746	33176	1	12746
32973	33176	1	12747
33176	33341	1	12748
33341	33380	1	12749
33242	33380	1	12750
33380	33454	1	12751
32431	32531	1	12752
32094	32453	1	12753
32293	32453	1	12754
32453	32531	1	12755
32531	32588	1	12756
32420	32588	1	12757
32588	32669	1	12758
31972	32045	1	12759
31813	32045	1	12760
32045	32076	1	12761
31468	31842	1	12762
31550	31812	1	12763
31576	31812	1	12764
31812	31842	1	12765
31842	31901	1	12766
31672	31921	1	12767
31743	31925	1	12768
32037	31925	1	12769
31925	31921	1	12770
31921	31901	1	12771
31901	31943	1	12772
32517	32751	1	12773
32504	32765	1	12774
32946	32765	1	12775
32765	32798	1	12776
33158	32798	1	12777
32798	32823	1	12778
33138	32823	1	12779
32823	32751	1	12780
32751	32732	1	12781
33465	32732	1	12782
32732	32614	1	12783
33034	32668	1	12784
33436	33646	1	12785
33405	33700	1	12786
33259	33700	1	12787
33700	33937	1	12788
34184	33937	1	12789
33937	33650	1	12790
34044	33915	1	12791
34000	33915	1	12792
33915	33650	1	12793
33650	33574	1	12794
33695	33689	1	12795
32083	31635	1	12796
31954	31641	1	12797
32015	31988	1	12798
32547	32365	1	12799
32764	32365	1	12800
32365	32320	1	12801
32584	32369	1	12802
32427	32369	1	12803
32369	32334	1	12804
32334	32245	1	12805
32245	32320	1	12806
32320	32066	1	12807
31916	32066	1	12808
32066	31988	1	12809
31988	31777	1	12810
31895	31746	1	12811
31644	31746	1	12812
31746	31720	1	12813
31426	31622	1	12814
31398	31622	1	12815
31622	31638	1	12816
31371	31638	1	12817
31638	31720	1	12818
31720	31777	1	12819
31777	31641	1	12820
31641	31606	1	12821
31400	31606	1	12822
31606	31635	1	12823
31635	31792	1	12824
31963	32352	1	12825
31682	32260	1	12826
31556	31806	1	12827
31863	31806	1	12828
31806	31928	1	12829
32078	31928	1	12830
31928	32142	1	12831
32116	32142	1	12832
32142	32188	1	12833
32151	32188	1	12834
32188	32354	1	12835
32074	32348	1	12836
32079	32348	1	12837
32348	32381	1	12838
32502	32486	1	12839
32815	32756	1	12840
32791	32756	1	12841
32756	32486	1	12842
32486	32381	1	12843
32381	32354	1	12844
32354	32260	1	12845
32260	32352	1	12846
32352	32473	1	12847
41066	40956	1	12848
41438	41031	1	12849
41283	41031	1	12850
41031	41020	1	12851
41326	41234	1	12852
42366	42247	1	12853
42579	42247	1	12854
42247	42108	1	12855
42792	42721	1	12856
42859	42721	1	12857
42721	42428	1	12858
42712	42672	1	12859
42949	43010	1	12860
42975	43297	1	12861
43205	43297	1	12862
43297	43365	1	12863
43330	43424	1	12864
43345	43670	1	12865
43582	43780	1	12866
43687	43780	1	12867
43780	43826	1	12868
43664	44007	1	12869
44317	44079	1	12870
44392	44152	1	12871
44247	44152	1	12872
44152	44079	1	12873
44079	44007	1	12874
44007	43826	1	12875
43826	43670	1	12876
43670	43557	1	12877
44598	43917	1	12878
44031	43917	1	12879
43917	43785	1	12880
43903	43785	1	12881
43785	43557	1	12882
43557	43424	1	12883
43424	43365	1	12884
43365	43298	1	12885
43229	43067	1	12886
43187	42705	1	12887
42955	42746	1	12888
42780	42746	1	12889
42746	42634	1	12890
42871	42042	1	12891
42585	42561	1	12892
42368	42561	1	12893
42561	42475	1	12894
42190	42475	1	12895
42475	42157	1	12896
42051	42157	1	12897
42157	42042	1	12898
42042	42008	1	12899
41858	41760	1	12900
41980	41655	1	12901
42101	41731	1	12902
41967	41731	1	12903
41731	41625	1	12904
41123	41629	1	12905
41442	41629	1	12906
41629	41625	1	12907
41625	41559	1	12908
41408	41559	1	12909
41559	41541	1	12910
41278	41541	1	12911
41541	41655	1	12912
41655	41482	1	12913
41452	41433	1	12914
41237	41433	1	12915
41433	41482	1	12916
41482	41429	1	12917
41156	41149	1	12918
40750	40998	1	12919
40556	41013	1	12920
43124	43298	1	12921
43298	43228	1	12922
40054	40137	1	12923
40076	40359	1	12924
40394	40526	1	12925
40413	40835	1	12926
41375	41089	1	12927
41486	41277	1	12928
41606	41277	1	12929
41277	41215	1	12930
41008	41215	1	12931
41215	41089	1	12932
41089	40835	1	12933
40835	40526	1	12934
40526	40359	1	12935
40359	40346	1	12936
40997	40434	1	12937
40673	40434	1	12938
40434	40346	1	12939
40346	40137	1	12940
40137	39815	1	12941
40349	40237	1	12942
40535	40283	1	12943
40561	40773	1	12944
41201	40773	1	12945
40773	40595	1	12946
40935	40702	1	12947
40984	41342	1	12948
41473	41342	1	12949
41342	41350	1	12950
41922	41350	1	12951
41350	41099	1	12952
41713	41099	1	12953
41099	40668	1	12954
40698	40787	1	12955
40409	40664	1	12956
40257	40646	1	12957
40115	40197	1	12958
40018	40197	1	12959
40197	40568	1	12960
40212	40462	1	12961
40185	40462	1	12962
40462	40543	1	12963
40158	39883	1	12964
40962	41170	1	12965
41349	41170	1	12966
41170	41208	1	12967
41659	41208	1	12968
41208	41197	1	12969
41807	41474	1	12970
41823	41474	1	12971
41474	41197	1	12972
41197	40693	1	12973
40148	39927	1	12974
39679	39927	1	12975
39927	39883	1	12976
39883	40089	1	12977
39696	39341	1	12978
39523	39529	1	12979
39374	39529	1	12980
39529	39346	1	12981
39176	39346	1	12982
39346	39149	1	12983
39152	38890	1	12984
39138	38770	1	12985
38501	38770	1	12986
38770	38890	1	12987
38890	38886	1	12988
38500	38299	1	12989
37653	38056	1	12990
37592	38056	1	12991
38056	38057	1	12992
37497	38057	1	12993
38057	38299	1	12994
38299	38282	1	12995
37875	38282	1	12996
38282	38450	1	12997
38106	38361	1	12998
37779	37878	1	12999
37574	37701	1	13000
37618	37392	1	13001
36683	36969	1	13002
36361	36510	1	13003
35995	36246	1	13004
35806	36246	1	13005
36246	36421	1	13006
35956	35666	1	13007
36063	35433	1	13008
35280	35524	1	13009
35219	35524	1	13010
35524	35767	1	13011
36986	37074	1	13012
37303	37485	1	13013
37637	38090	1	13014
38027	38210	1	13015
38478	38210	1	13016
38210	38090	1	13017
38090	38256	1	13018
38610	38897	1	13019
38775	38897	1	13020
38897	39218	1	13021
39226	39575	1	13022
37442	37174	1	13023
36707	37195	1	13024
36965	37195	1	13025
37195	37174	1	13026
37174	37143	1	13027
35258	35433	1	13028
35433	35666	1	13029
35666	35767	1	13030
35767	36421	1	13031
36421	36510	1	13032
36510	36969	1	13033
36969	37074	1	13034
37074	37143	1	13035
37143	37392	1	13036
37392	37485	1	13037
37485	37701	1	13038
37701	37878	1	13039
37878	38256	1	13040
38256	38361	1	13041
38361	38450	1	13042
38450	38886	1	13043
38886	39149	1	13044
39149	39218	1	13045
39218	39341	1	13046
39341	39575	1	13047
39575	39661	1	13048
38479	38216	1	13049
38575	38360	1	13050
38669	38681	1	13051
39168	38737	1	13052
39358	39450	1	13053
39971	39450	1	13054
39450	39436	1	13055
39767	39464	1	13056
39521	39464	1	13057
39464	39436	1	13058
39436	39077	1	13059
39924	39347	1	13060
39587	39347	1	13061
39347	39090	1	13062
39207	39251	1	13063
39128	39054	1	13064
38912	39054	1	13065
39054	39208	1	13066
38755	39118	1	13067
38779	39014	1	13068
38496	38521	1	13069
38286	38412	1	13070
38110	38197	1	13071
38007	37827	1	13072
38274	37990	1	13073
38717	38466	1	13074
38740	38466	1	13075
38466	38434	1	13076
39007	38528	1	13077
38380	38528	1	13078
38528	38488	1	13079
37903	38252	1	13080
37977	38252	1	13081
38252	38488	1	13082
38488	38434	1	13083
38434	38351	1	13084
38078	38351	1	13085
38351	37964	1	13086
38092	37964	1	13087
37964	37990	1	13088
37990	37811	1	13089
37923	37599	1	13090
37555	37599	1	13091
37599	37551	1	13092
37596	37329	1	13093
37934	37443	1	13094
37909	37403	1	13095
37561	37403	1	13096
37403	37443	1	13097
37443	37239	1	13098
37246	37220	1	13099
37108	36843	1	13100
36453	36843	1	13101
36843	36991	1	13102
36779	36991	1	13103
36991	37220	1	13104
37220	37239	1	13105
37239	37329	1	13106
37329	37263	1	13107
36727	37263	1	13108
37263	37275	1	13109
37275	37426	1	13110
37179	37313	1	13111
36791	37031	1	13112
36811	37031	1	13113
37031	37313	1	13114
37313	37382	1	13115
37382	37426	1	13116
37426	37551	1	13117
37551	37679	1	13118
37679	37811	1	13119
37811	37718	1	13120
37434	37718	1	13121
37718	37827	1	13122
37827	37838	1	13123
37182	37838	1	13124
37838	37839	1	13125
37332	37769	1	13126
37852	37769	1	13127
37769	37839	1	13128
37839	38079	1	13129
38287	38023	1	13130
38445	38151	1	13131
38863	38136	1	13132
39311	38036	1	13133
38658	38193	1	13134
38586	38240	1	13135
37856	38091	1	13136
37772	38022	1	13137
37813	38087	1	13138
37706	37786	1	13139
37496	37480	1	13140
37737	37487	1	13141
37528	37487	1	13142
37487	37228	1	13143
37270	37113	1	13144
37311	36967	1	13145
37522	37115	1	13146
37368	37065	1	13147
37230	37032	1	13148
37148	36951	1	13149
36859	36951	1	13150
36951	36936	1	13151
36722	36511	1	13152
36852	36374	1	13153
36401	36374	1	13154
36374	36310	1	13155
36393	36308	1	13156
36831	36436	1	13157
36436	36308	1	13158
36308	36420	1	13159
35865	36075	1	13160
35746	36075	1	13161
36075	36420	1	13162
36420	35946	1	13163
35946	36016	1	13164
36305	36632	1	13165
36397	36896	1	13166
36587	36896	1	13167
36896	37021	1	13168
36876	37214	1	13169
36797	37214	1	13170
37214	37399	1	13171
37601	37180	1	13172
38094	37690	1	13173
36458	36451	1	13174
36294	36416	1	13175
36194	36416	1	13176
36416	36451	1	13177
36451	36569	1	13178
36123	36569	1	13179
36569	37005	1	13180
36469	36817	1	13181
36571	36817	1	13182
36817	37005	1	13183
37005	37178	1	13184
36861	37178	1	13185
37178	37309	1	13186
36972	37266	1	13187
36953	37266	1	13188
37266	37309	1	13189
37309	37341	1	13190
36572	36758	1	13191
36576	36589	1	13192
36498	36589	1	13193
36589	36441	1	13194
36099	36376	1	13195
39619	39193	1	13196
39497	39193	1	13197
39193	38829	1	13198
39550	39022	1	13199
39452	39022	1	13200
39022	38829	1	13201
38829	38674	1	13202
38684	38674	1	13203
38674	38046	1	13204
38727	38627	1	13205
39017	38627	1	13206
38627	38534	1	13207
39380	39383	1	13208
39328	39383	1	13209
39383	38940	1	13210
39213	38940	1	13211
38940	38654	1	13212
38791	38654	1	13213
38654	38534	1	13214
38534	38441	1	13215
38468	38441	1	13216
38441	38153	1	13217
38152	38153	1	13218
38153	38046	1	13219
38046	37826	1	13220
37894	37826	1	13221
37826	37663	1	13222
33611	33775	1	13223
33248	33250	1	13224
32788	33250	1	13225
33250	33252	1	13226
32945	33252	1	13227
33252	33775	1	13228
33775	33892	1	13229
32341	33166	1	13230
32321	32702	1	13231
31272	33159	1	13232
30904	31591	1	13233
30729	31591	1	13234
31591	32941	1	13235
30754	31328	1	13236
31448	31288	1	13237
31922	31288	1	13238
31288	31328	1	13239
31328	32129	1	13240
31971	32129	1	13241
32129	32941	1	13242
32941	33481	1	13243
32776	33501	1	13244
32393	32660	1	13245
32276	32501	1	13246
32165	32501	1	13247
32501	32660	1	13248
32660	33289	1	13249
32604	32553	1	13250
32728	32553	1	13251
32553	32628	1	13252
33018	32628	1	13253
32628	33054	1	13254
33035	33054	1	13255
33054	33289	1	13256
33289	33501	1	13257
33501	34115	1	13258
32738	33061	1	13259
36614	36681	1	13260
36360	36478	1	13261
36247	36478	1	13262
36478	36532	1	13263
36170	36321	1	13264
35979	35996	1	13265
35728	35996	1	13266
35996	35897	1	13267
35778	35549	1	13268
35735	35439	1	13269
35955	35710	1	13270
35935	35718	1	13271
35945	35750	1	13272
36101	35881	1	13273
36025	35881	1	13274
35881	35750	1	13275
35750	35725	1	13276
35587	35714	1	13277
35564	35714	1	13278
35714	35725	1	13279
35725	35718	1	13280
35718	35710	1	13281
35710	35439	1	13282
35439	35306	1	13283
35490	35357	1	13284
35193	35357	1	13285
35357	35308	1	13286
34791	35308	1	13287
35308	35306	1	13288
35306	35302	1	13289
34783	34880	1	13290
34739	34572	1	13291
34446	34572	1	13292
34572	34631	1	13293
34328	34554	1	13294
34229	34361	1	13295
34133	34361	1	13296
34361	34392	1	13297
34144	34392	1	13298
34392	34460	1	13299
33990	34444	1	13300
34256	34444	1	13301
34444	34456	1	13302
34607	34472	1	13303
34672	34472	1	13304
34472	34456	1	13305
34456	34460	1	13306
34460	34554	1	13307
34554	34631	1	13308
34631	34880	1	13309
34880	35006	1	13310
34727	35006	1	13311
35006	35085	1	13312
34890	35085	1	13313
35085	35302	1	13314
35302	35408	1	13315
34679	34968	1	13316
34643	34968	1	13317
34968	35334	1	13318
34764	35240	1	13319
34360	34717	1	13320
34072	34469	1	13321
34124	34313	1	13322
34110	34449	1	13323
33917	34210	1	13324
33787	34199	1	13325
33886	34223	1	13326
33192	33493	1	13327
33126	33493	1	13328
33493	33585	1	13329
33404	33536	1	13330
33568	33536	1	13331
33536	33585	1	13332
33585	33794	1	13333
33656	33779	1	13334
33826	33779	1	13335
33779	33873	1	13336
33878	33873	1	13337
33873	33794	1	13338
33794	34147	1	13339
33895	34147	1	13340
34147	34223	1	13341
34223	34199	1	13342
34199	34210	1	13343
34210	34575	1	13344
34369	34575	1	13345
34575	34619	1	13346
34652	34632	1	13347
34825	34632	1	13348
34632	34619	1	13349
34619	34657	1	13350
35320	35157	1	13351
35369	35680	1	13352
35453	35680	1	13353
35680	35768	1	13354
35478	35664	1	13355
35505	35664	1	13356
35664	35768	1	13357
35768	35869	1	13358
35753	36009	1	13359
35586	35801	1	13360
35721	35801	1	13361
35801	35901	1	13362
35738	35961	1	13363
35997	35961	1	13364
35961	35901	1	13365
35901	36035	1	13366
36206	36035	1	13367
36035	36154	1	13368
36274	36355	1	13369
36428	36468	1	13370
36610	36745	1	13371
36528	36746	1	13372
36523	36746	1	13373
36746	36776	1	13374
36280	36600	1	13375
36335	36497	1	13376
36693	36497	1	13377
36497	36600	1	13378
36600	36777	1	13379
36718	36863	1	13380
36751	36926	1	13381
37331	37165	1	13382
37340	37193	1	13383
37351	37193	1	13384
37193	37165	1	13385
37165	36926	1	13386
36926	36863	1	13387
36863	36835	1	13388
37318	36835	1	13389
36835	36777	1	13390
36777	36825	1	13391
37079	36825	1	13392
36825	36776	1	13393
36776	36745	1	13394
36745	36755	1	13395
37050	36998	1	13396
33923	34149	1	13397
33985	34149	1	13398
34149	34656	1	13399
34104	34655	1	13400
34769	34655	1	13401
34655	34656	1	13402
34656	34788	1	13403
34847	34788	1	13404
34788	34964	1	13405
35025	34964	1	13406
34964	35110	1	13407
35129	35195	1	13408
35191	35224	1	13409
35322	35310	1	13410
34900	35479	1	13411
33970	34623	1	13412
33578	34623	1	13413
34623	34844	1	13414
33801	34844	1	13415
34844	35435	1	13416
34066	34762	1	13417
34452	34762	1	13418
34762	35285	1	13419
34986	35285	1	13420
35285	35435	1	13421
35435	35529	1	13422
35443	35215	1	13423
35395	35189	1	13424
40016	39643	1	13425
40217	39881	1	13426
40328	40369	1	13427
40585	40369	1	13428
40369	40378	1	13429
40575	40408	1	13430
40542	40339	1	13431
40711	40318	1	13432
40448	40381	1	13433
40325	40381	1	13434
40381	40276	1	13435
40256	40108	1	13436
40026	40096	1	13437
39878	40096	1	13438
40096	40108	1	13439
40108	40157	1	13440
39866	40157	1	13441
40157	40206	1	13442
39708	40206	1	13443
40206	40276	1	13444
40276	40286	1	13445
40009	40286	1	13446
40286	40318	1	13447
40318	40290	1	13448
39973	40290	1	13449
40290	40339	1	13450
40339	40308	1	13451
39718	39953	1	13452
39604	39953	1	13453
39953	40308	1	13454
40308	40408	1	13455
40408	40378	1	13456
40378	40168	1	13457
39981	40168	1	13458
40168	39974	1	13459
39671	39974	1	13460
39974	39938	1	13461
39632	39938	1	13462
39938	39881	1	13463
39881	39753	1	13464
39746	39753	1	13465
39753	39659	1	13466
39582	39659	1	13467
39659	39643	1	13468
39643	39254	1	13469
38778	38495	1	13470
38891	38672	1	13471
39530	39295	1	13472
39528	39295	1	13473
39295	39096	1	13474
39548	39254	1	13475
39254	39096	1	13476
39096	38906	1	13477
39004	38906	1	13478
38906	38672	1	13479
38672	38495	1	13480
38495	38489	1	13481
38489	37866	1	13482
38934	38215	1	13483
38390	38215	1	13484
38215	37989	1	13485
38177	37994	1	13486
38284	37994	1	13487
37994	37989	1	13488
37989	37849	1	13489
37849	37816	1	13490
37781	37816	1	13491
37816	37692	1	13492
37366	37692	1	13493
37692	37725	1	13494
37489	37725	1	13495
37725	37866	1	13496
37866	37867	1	13497
40244	39758	1	13498
40479	39900	1	13499
40291	39900	1	13500
39900	39758	1	13501
39758	39420	1	13502
40530	40146	1	13503
40426	40146	1	13504
40146	40081	1	13505
40273	40081	1	13506
40081	39955	1	13507
40862	40221	1	13508
40903	40460	1	13509
40958	40577	1	13510
41155	40721	1	13511
41212	41090	1	13512
41424	41090	1	13513
41090	40769	1	13514
41325	40869	1	13515
41504	41255	1	13516
41488	41268	1	13517
41736	41422	1	13518
41632	41379	1	13519
41460	41317	1	13520
41359	41317	1	13521
41317	41379	1	13522
41379	41422	1	13523
41422	41268	1	13524
41268	41255	1	13525
41255	40894	1	13526
40995	40877	1	13527
41251	41064	1	13528
41360	41133	1	13529
41241	41133	1	13530
41133	41064	1	13531
41064	40851	1	13532
40985	40811	1	13533
40825	40811	1	13534
40811	40851	1	13535
40851	40877	1	13536
40877	40894	1	13537
40894	40869	1	13538
40869	40817	1	13539
40631	40817	1	13540
40817	40683	1	13541
40342	40641	1	13542
40374	40641	1	13543
40641	40683	1	13544
40683	40769	1	13545
40769	40745	1	13546
40471	40745	1	13547
40745	40721	1	13548
40721	40577	1	13549
40577	40541	1	13550
40459	40541	1	13551
40541	40460	1	13552
40460	40221	1	13553
40221	40059	1	13554
40367	40249	1	13555
40250	40249	1	13556
40249	39984	1	13557
39858	39984	1	13558
39984	40059	1	13559
40059	39955	1	13560
39955	39880	1	13561
39757	39880	1	13562
39880	39756	1	13563
39678	39756	1	13564
39756	39420	1	13565
39420	39079	1	13566
39248	39079	1	13567
39079	39065	1	13568
41656	41571	1	13569
42019	41744	1	13570
42176	41899	1	13571
42025	41899	1	13572
41899	41744	1	13573
41744	41635	1	13574
41751	41635	1	13575
41635	41571	1	13576
41571	41425	1	13577
41643	41437	1	13578
41902	41575	1	13579
42401	41695	1	13580
42614	42496	1	13581
42718	42496	1	13582
42496	42495	1	13583
42782	42495	1	13584
42495	42043	1	13585
42813	42611	1	13586
42950	42611	1	13587
42611	42043	1	13588
42043	41910	1	13589
42824	42443	1	13590
42694	42443	1	13591
42443	42035	1	13592
42554	42140	1	13593
42458	42182	1	13594
42457	42304	1	13595
42347	42315	1	13596
42141	42315	1	13597
42315	42304	1	13598
42304	42182	1	13599
42182	42140	1	13600
42140	42046	1	13601
41939	42046	1	13602
42046	42035	1	13603
42035	41915	1	13604
41798	41915	1	13605
41915	41910	1	13606
41910	41716	1	13607
41696	41716	1	13608
41716	41695	1	13609
41695	41575	1	13610
41575	41461	1	13611
41718	41586	1	13612
42069	41821	1	13613
42093	41786	1	13614
41667	41786	1	13615
41786	41821	1	13616
41821	41650	1	13617
41496	41650	1	13618
41650	41586	1	13619
41586	41461	1	13620
41461	41437	1	13621
41437	41425	1	13622
41425	41094	1	13623
39845	39605	1	13624
40010	40062	1	13625
39728	40047	1	13626
40391	40112	1	13627
40483	40112	1	13628
40112	40047	1	13629
40047	40235	1	13630
40570	40347	1	13631
40589	40347	1	13632
40347	40235	1	13633
40235	40238	1	13634
40661	40677	1	13635
40690	40813	1	13636
41153	40813	1	13637
40813	40731	1	13638
41687	41466	1	13639
42083	41466	1	13640
41466	41204	1	13641
41440	41204	1	13642
41204	41080	1	13643
41919	41459	1	13644
41605	41459	1	13645
41459	41080	1	13646
41080	40897	1	13647
41355	41134	1	13648
41613	41275	1	13649
41520	41275	1	13650
41275	41152	1	13651
41380	41152	1	13652
41152	41134	1	13653
41134	41094	1	13654
41094	40897	1	13655
40897	40731	1	13656
40731	40677	1	13657
40677	40470	1	13658
40943	40597	1	13659
41162	40933	1	13660
41122	40933	1	13661
40933	40583	1	13662
40720	40583	1	13663
40583	40597	1	13664
40597	40418	1	13665
40454	40418	1	13666
40418	40470	1	13667
40470	40238	1	13668
40238	40087	1	13669
40275	40087	1	13670
40087	40062	1	13671
40062	39730	1	13672
39851	39730	1	13673
39730	39605	1	13674
39605	39065	1	13675
39065	38898	1	13676
38898	38875	1	13677
38279	38294	1	13678
38508	38646	1	13679
38862	38919	1	13680
39109	38919	1	13681
38919	38896	1	13682
39170	39361	1	13683
39230	39377	1	13684
39353	39527	1	13685
39618	39641	1	13686
39805	39641	1	13687
39641	39583	1	13688
39894	39583	1	13689
39583	39547	1	13690
39870	39547	1	13691
39547	39527	1	13692
39527	39480	1	13693
39942	39480	1	13694
39480	39377	1	13695
39377	39361	1	13696
39361	39390	1	13697
39765	39390	1	13698
39390	39243	1	13699
39578	39243	1	13700
39243	39162	1	13701
39276	39162	1	13702
39162	38896	1	13703
38896	38875	1	13704
38875	38805	1	13705
38946	38805	1	13706
38805	38646	1	13707
38646	38529	1	13708
38760	38529	1	13709
38529	38395	1	13710
38631	38395	1	13711
38395	38294	1	13712
38294	38032	1	13713
33245	33406	1	13714
32843	33406	1	13715
33406	33506	1	13716
32576	32692	1	13717
31995	32692	1	13718
32692	32781	1	13719
32653	32781	1	13720
32781	33011	1	13721
32689	32996	1	13722
32837	32996	1	13723
32996	33011	1	13724
33011	33226	1	13725
32976	33226	1	13726
33226	33506	1	13727
33506	33704	1	13728
33315	33704	1	13729
33704	34219	1	13730
33092	33500	1	13731
33106	33500	1	13732
33500	33534	1	13733
32925	33524	1	13734
32700	33214	1	13735
32825	32506	1	13736
32720	32506	1	13737
32506	32443	1	13738
31828	31990	1	13739
31990	32443	1	13740
32443	32810	1	13741
32239	32675	1	13742
31885	32675	1	13743
32675	32810	1	13744
32810	33214	1	13745
33214	33524	1	13746
33524	33534	1	13747
33534	34180	1	13748
32615	32942	1	13749
32661	32905	1	13750
33114	32905	1	13751
32905	33002	1	13752
33225	33002	1	13753
33002	32942	1	13754
32942	33048	1	13755
32993	33048	1	13756
33048	33124	1	13757
33566	33198	1	13758
33558	33198	1	13759
33198	33255	1	13760
33637	33255	1	13761
33255	33298	1	13762
33727	33298	1	13763
33298	33295	1	13764
33631	33295	1	13765
33295	33124	1	13766
33124	33232	1	13767
33600	33232	1	13768
33232	33467	1	13769
33716	33467	1	13770
33467	34180	1	13771
34180	34219	1	13772
34219	34265	1	13773
36342	36316	1	13774
34031	34187	1	13775
34155	34187	1	13776
34187	34265	1	13777
34265	34662	1	13778
34234	34662	1	13779
34662	35017	1	13780
34510	34797	1	13781
34173	34694	1	13782
33702	34109	1	13783
33706	34109	1	13784
34109	34351	1	13785
33954	34351	1	13786
34351	34694	1	13787
34694	34797	1	13788
34797	35017	1	13789
35017	35268	1	13790
35037	35268	1	13791
35268	35500	1	13792
34150	34620	1	13793
34208	34620	1	13794
34620	34930	1	13795
34598	34930	1	13796
34930	35387	1	13797
34440	35101	1	13798
34626	35101	1	13799
35101	35387	1	13800
35387	35500	1	13801
35500	35885	1	13802
35147	35885	1	13803
35885	36117	1	13804
36117	36316	1	13805
36316	36545	1	13806
35516	36438	1	13807
35456	35931	1	13808
35291	35523	1	13809
34824	35324	1	13810
34677	35158	1	13811
34325	34602	1	13812
33722	34339	1	13813
33589	34339	1	13814
34339	34602	1	13815
34602	35158	1	13816
35158	35324	1	13817
35324	35523	1	13818
35523	35755	1	13819
33643	34901	1	13820
33532	34726	1	13821
33744	34590	1	13822
33682	34590	1	13823
34590	34726	1	13824
34726	34901	1	13825
34901	35242	1	13826
34742	35242	1	13827
35242	35292	1	13828
35292	35695	1	13829
36034	35695	1	13830
35695	35755	1	13831
35755	35782	1	13832
35782	35931	1	13833
35931	36438	1	13834
36438	36545	1	13835
36545	36747	1	13836
37499	37695	1	13837
37398	37185	1	13838
37154	37085	1	13839
36671	36989	1	13840
36210	36414	1	13841
35375	35722	1	13842
34402	34780	1	13843
34341	34576	1	13844
34434	34576	1	13845
34576	34833	1	13846
34538	34833	1	13847
34833	34780	1	13848
34780	35267	1	13849
34849	35267	1	13850
35267	35722	1	13851
35722	35937	1	13852
35001	35796	1	13853
35629	35796	1	13854
35796	35937	1	13855
35937	36186	1	13856
36012	36198	1	13857
36039	36198	1	13858
36198	36186	1	13859
36186	36660	1	13860
36931	36660	1	13861
36660	36667	1	13862
36935	37170	1	13863
36898	37870	1	13864
37144	36603	1	13865
35933	36162	1	13866
36093	36162	1	13867
36162	36435	1	13868
36125	36417	1	13869
36613	36417	1	13870
36417	36431	1	13871
36676	36431	1	13872
36431	36435	1	13873
36435	36603	1	13874
36603	36850	1	13875
36720	36850	1	13876
36850	36988	1	13877
37125	36988	1	13878
36988	37101	1	13879
37189	37101	1	13880
37101	37928	1	13881
37843	37974	1	13882
39536	39375	1	13883
39723	39375	1	13884
39375	38667	1	13885
39508	39058	1	13886
39212	39058	1	13887
39058	38926	1	13888
38848	38926	1	13889
38926	38667	1	13890
38667	38290	1	13891
38580	38324	1	13892
38744	38324	1	13893
38324	38290	1	13894
38290	38071	1	13895
37315	37225	1	13896
37638	37290	1	13897
37640	37594	1	13898
37859	37715	1	13899
37862	37775	1	13900
37905	38034	1	13901
37959	38115	1	13902
38137	38164	1	13903
38262	38280	1	13904
38505	38280	1	13905
38280	38164	1	13906
38164	38126	1	13907
38641	38699	1	13908
38795	38866	1	13909
39035	38986	1	13910
39167	38986	1	13911
