fnode	tnode	iftran	hydseq
47658	47561	1	15170
47978	47561	1	15171
47561	47407	1	15172
47991	47457	1	15173
48254	47963	1	15174
48176	47963	1	15175
47963	47727	1	15176
48253	48018	1	15177
48091	48018	1	15178
48018	48007	1	15179
47841	48007	1	15180
48007	47727	1	15181
47727	47482	1	15182
47750	47482	1	15183
47482	47457	1	15184
47457	47407	1	15185
47407	47116	1	15186
47116	46870	1	15187
47499	46689	1	15188
46953	46689	1	15189
46689	46668	1	15190
46831	46742	1	15191
47111	46812	1	15192
47277	46812	1	15193
46812	46742	1	15194
46742	46697	1	15195
47180	46858	1	15196
46587	46712	1	15197
46537	46626	1	15198
46515	46626	1	15199
46626	46712	1	15200
46712	46718	1	15201
46482	46440	1	15202
46374	46440	1	15203
46440	46405	1	15204
46081	46228	1	15205
45957	45728	1	15206
45129	45728	1	15207
45728	45531	1	15208
45133	45531	1	15209
45531	45471	1	15210
44991	45471	1	15211
45471	45576	1	15212
45097	44989	1	15213
44818	44989	1	15214
44989	45127	1	15215
44866	44718	1	15216
44793	44697	1	15217
44383	44697	1	15218
44697	44718	1	15219
44718	44738	1	15220
44274	44667	1	15221
44356	44676	1	15222
46450	46207	1	15223
46457	46230	1	15224
46391	46242	1	15225
46414	46213	1	15226
46364	46150	1	15227
46106	46150	1	15228
46150	46213	1	15229
46213	46242	1	15230
46242	46230	1	15231
46230	46207	1	15232
46207	46144	1	15233
46027	45868	1	15234
46249	45967	1	15235
46046	45967	1	15236
45967	45746	1	15237
46103	45762	1	15238
45847	45762	1	15239
45762	45621	1	15240
45559	45621	1	15241
45621	45648	1	15242
45426	45648	1	15243
45648	45746	1	15244
45746	45763	1	15245
45291	45763	1	15246
45763	45868	1	15247
45868	46026	1	15248
45316	46026	1	15249
46026	46144	1	15250
46144	46254	1	15251
45652	46109	1	15252
45302	46109	1	15253
46109	46138	1	15254
46191	46093	1	15255
46298	46093	1	15256
46093	46120	1	15257
46318	46120	1	15258
46120	46138	1	15259
46138	46254	1	15260
46254	46274	1	15261
40050	39960	1	15262
39277	39917	1	15263
38609	38892	1	15264
39574	38487	1	15265
38183	38374	1	15266
39038	39682	1	15267
39584	39682	1	15268
39682	40182	1	15269
41997	41426	1	15270
41454	41050	1	15271
41196	40931	1	15272
40520	40744	1	15273
40524	40964	1	15274
40384	40860	1	15275
39673	40348	1	15276
39670	40348	1	15277
40348	40578	1	15278
40345	40940	1	15279
39644	39940	1	15280
39667	39747	1	15281
39525	39747	1	15282
39747	39940	1	15283
39940	40971	1	15284
40465	40971	1	15285
40971	41105	1	15286
40878	41181	1	15287
40375	41181	1	15288
41181	41232	1	15289
42831	42621	1	15290
42651	42563	1	15291
42322	42563	1	15292
42563	42621	1	15293
42621	42303	1	15294
42155	42303	1	15295
42303	41903	1	15296
42135	41868	1	15297
42169	41735	1	15298
42113	41826	1	15299
42161	41826	1	15300
41826	41540	1	15301
41583	41523	1	15302
41475	41523	1	15303
41523	41540	1	15304
41540	41472	1	15305
41579	41320	1	15306
42098	41279	1	15307
41345	41279	1	15308
41279	41231	1	15309
40945	41231	1	15310
41231	41320	1	15311
41320	41244	1	15312
40844	41244	1	15313
41244	41472	1	15314
41472	41735	1	15315
41735	41868	1	15316
41868	41903	1	15317
41903	41757	1	15318
41444	41757	1	15319
41757	41671	1	15320
41544	41671	1	15321
41671	41467	1	15322
42290	42000	1	15323
42136	42000	1	15324
42000	41879	1	15325
42148	41879	1	15326
41879	41752	1	15327
42010	41411	1	15328
40701	40879	1	15329
40440	40879	1	15330
40879	41304	1	15331
40292	40573	1	15332
39838	40049	1	15333
39691	40049	1	15334
40049	40573	1	15335
40573	40994	1	15336
38979	39370	1	15337
38952	39370	1	15338
39370	39834	1	15339
40403	40870	1	15340
40188	40777	1	15341
40525	40777	1	15342
40777	40870	1	15343
40870	41034	1	15344
40847	41358	1	15345
41310	41560	1	15346
42434	42278	1	15347
42388	41914	1	15348
42468	42124	1	15349
42454	42198	1	15350
42433	42198	1	15351
42198	42124	1	15352
42124	42085	1	15353
40624	41493	1	15354
40505	40982	1	15355
40697	40982	1	15356
40982	41493	1	15357
41493	41618	1	15358
41108	41648	1	15359
42214	42152	1	15360
40963	41333	1	15361
40781	41333	1	15362
41333	41555	1	15363
40989	41537	1	15364
41158	41537	1	15365
41537	41555	1	15366
41555	41674	1	15367
41344	41674	1	15368
41674	42152	1	15369
42152	42130	1	15370
41704	42102	1	15371
43109	42802	1	15372
43246	42891	1	15373
43181	42901	1	15374
43018	42901	1	15375
42901	42891	1	15376
42891	42747	1	15377
42591	42747	1	15378
42747	42742	1	15379
42518	42742	1	15380
42742	42764	1	15381
41229	41172	1	15382
41026	41159	1	15383
40795	41088	1	15384
41169	41088	1	15385
41088	41159	1	15386
41159	41172	1	15387
41172	42015	1	15388
42224	42300	1	15389
42196	42300	1	15390
42300	42313	1	15391
42090	42333	1	15392
44456	44588	1	15393
44416	44164	1	15394
44238	44164	1	15395
44164	44071	1	15396
44151	43889	1	15397
44322	43768	1	15398
43264	43452	1	15399
43594	43765	1	15400
43420	43963	1	15401
43460	44043	1	15402
43581	44231	1	15403
43733	44056	1	15404
43756	44056	1	15405
44056	44126	1	15406
43783	44088	1	15407
43939	44088	1	15408
44088	44126	1	15409
44126	44490	1	15410
42345	42604	1	15411
42139	42604	1	15412
42604	42689	1	15413
41894	42306	1	15414
42067	42306	1	15415
42306	42421	1	15416
42217	42421	1	15417
42421	42572	1	15418
42525	42605	1	15419
42629	42605	1	15420
42605	42572	1	15421
42572	42689	1	15422
42689	43062	1	15423
42559	42841	1	15424
42945	42841	1	15425
42841	43007	1	15426
42996	43079	1	15427
43160	43079	1	15428
43079	43007	1	15429
43007	43217	1	15430
43577	43379	1	15431
43811	43379	1	15432
43379	43428	1	15433
43589	43428	1	15434
43428	43386	1	15435
43699	43386	1	15436
43386	43217	1	15437
43217	43062	1	15438
43062	43249	1	15439
43307	43249	1	15440
43249	43447	1	15441
43555	43447	1	15442
43447	43456	1	15443
43606	43456	1	15444
43456	43431	1	15445
44297	43913	1	15446
44398	44368	1	15447
44535	44395	1	15448
44513	44395	1	15449
44395	44368	1	15450
44368	44227	1	15451
44745	44467	1	15452
44797	44587	1	15453
44941	44587	1	15454
44587	44467	1	15455
44467	44227	1	15456
44227	44039	1	15457
44331	44059	1	15458
44211	44104	1	15459
43999	44104	1	15460
44104	44066	1	15461
43595	44066	1	15462
44066	44059	1	15463
44059	44039	1	15464
44039	43913	1	15465
43913	43841	1	15466
43347	43702	1	15467
43369	43702	1	15468
43702	43841	1	15469
43841	43647	1	15470
45451	45088	1	15471
45451	45088	1	15472
45088	45056	1	15473
45169	44847	1	15474
45457	45220	1	15475
45409	45220	1	15476
45220	44935	1	15477
45255	44962	1	15478
44652	44945	1	15479
44633	44934	1	15480
43829	44241	1	15481
43961	44241	1	15482
44241	44369	1	15483
43870	44101	1	15484
43996	44113	1	15485
44028	44113	1	15486
44113	44101	1	15487
44101	44369	1	15488
44369	44556	1	15489
44556	44758	1	15490
44556	44540	1	15491
45273	45353	1	15492
39169	39834	1	15493
39834	40767	1	15494
38719	39568	1	15495
39923	40578	1	15496
40578	40840	1	15497
43866	43640	1	15498
43640	43417	1	15499
43417	43354	1	15500
43354	43308	1	15501
44446	43898	1	15502
42775	43150	1	15503
43150	43388	1	15504
43388	43491	1	15505
43491	43355	1	15506
43355	43351	1	15507
43351	43412	1	15508
43412	43337	1	15509
43337	43528	1	15510
43528	43872	1	15511
43872	44074	1	15512
44074	44116	1	15513
44116	44107	1	15514
44107	44124	1	15515
46179	46546	1	15516
36673	36016	1	15517
36016	35890	1	15518
37963	37907	1	15519
37907	37915	1	15520
25329	25551	1	15521
25551	25318	1	15522
25318	25432	1	15523
25432	25514	1	15524
24041	24323	1	15525
24323	24691	1	15526
24832	24760	1	15527
24760	24691	1	15528
24691	24685	1	15529
24685	24545	1	15530
24545	24664	1	15531
27218	27671	1	15532
27671	28108	1	15533
28108	28520	1	15534
28520	28530	1	15535
28530	29025	1	15536
29025	29283	1	15537
29283	29538	1	15538
29538	29698	1	15539
47012	46755	1	15540
46755	46657	1	15541
46384	46665	1	15542
46665	46829	1	15543
46878	46692	1	15544
46692	46546	1	15545
47958	47423	1	15546
47423	47359	1	15547
47190	47316	1	15548
47316	47372	1	15549
47237	47390	1	15550
47390	47372	1	15551
47372	47383	1	15552
47383	47359	1	15553
47359	47121	1	15554
47121	47048	1	15555
47048	47023	1	15556
44824	45125	1	15557
45125	45207	1	15558
45207	45296	1	15559
45082	44582	1	15560
44582	44390	1	15561
44390	44364	1	15562
43635	43854	1	15563
43854	43882	1	15564
43633	43859	1	15565
43859	43882	1	15566
43882	44188	1	15567
44188	44364	1	15568
44364	44430	1	15569
44430	44546	1	15570
44546	44806	1	15571
44806	45108	1	15572
45108	45156	1	15573
45156	45322	1	15574
45322	45517	1	15575
45934	45216	1	15576
45216	45217	1	15577
45217	44778	1	15578
45070	44841	1	15579
44841	44778	1	15580
44778	44720	1	15581
44775	44618	1	15582
44618	44637	1	15583
44378	44496	1	15584
44496	44637	1	15585
44637	44720	1	15586
44720	44735	1	15587
44735	44730	1	15588
44730	44601	1	15589
44601	44379	1	15590
44379	44215	1	15591
44215	44124	1	15592
44124	43997	1	15593
43997	43817	1	15594
43817	44025	1	15595
44025	44134	1	15596
44134	43898	1	15597
43898	43370	1	15598
42338	42516	1	15599
42516	42757	1	15600
42757	42733	1	15601
42733	43028	1	15602
43028	43035	1	15603
43035	43418	1	15604
43418	43306	1	15605
43306	43370	1	15606
43370	43308	1	15607
43308	43152	1	15608
43152	43161	1	15609
43161	42681	1	15610
42681	42487	1	15611
42487	42230	1	15612
42068	41777	1	15613
41777	41758	1	15614
41758	41372	1	15615
41372	41264	1	15616
41264	40907	1	15617
40907	40175	1	15618
40175	39994	1	15619
39994	39563	1	15620
39563	39261	1	15621
39261	39123	1	15622
39123	39222	1	15623
39222	39205	1	15624
39205	38996	1	15625
38996	38861	1	15626
38861	38745	1	15627
38745	38483	1	15628
40226	40006	1	15629
40006	39826	1	15630
39303	39681	1	15631
39681	39832	1	15632
40468	40151	1	15633
40151	40019	1	15634
40593	40133	1	15635
40133	40118	1	15636
40118	40019	1	15637
40019	39832	1	15638
39832	39826	1	15639
39826	39596	1	15640
39596	39515	1	15641
39515	39617	1	15642
39617	39332	1	15643
39332	39188	1	15644
39188	39174	1	15645
39174	38924	1	15646
38924	38703	1	15647
38703	38571	1	15648
38571	38356	1	15649
38356	38065	1	15650
38065	37915	1	15651
37915	37683	1	15652
37683	37667	1	15653
37667	37515	1	15654
37515	36664	1	15655
31200	31148	1	15656
31148	31166	1	15657
31166	31183	1	15658
31800	31577	1	15659
31577	31338	1	15660
31338	31332	1	15661
31332	31326	1	15662
31326	31183	1	15663
31183	30887	1	15664
30887	30823	1	15665
30823	31281	1	15666
31281	31406	1	15667
31406	31792	1	15668
31792	31943	1	15669
31943	32076	1	15670
32076	32473	1	15671
32473	32614	1	15672
32614	32668	1	15673
32668	32669	1	15674
32669	33369	1	15675
33369	33646	1	15676
33646	33454	1	15677
33454	33470	1	15678
33470	33574	1	15679
33574	33563	1	15680
33563	33689	1	15681
33689	33963	1	15682
35906	35829	1	15683
35829	35810	1	15684
35724	35759	1	15685
35759	35810	1	15686
35810	35890	1	15687
35890	35938	1	15688
35938	36310	1	15689
36310	36511	1	15690
36511	36632	1	15691
36632	36936	1	15692
36936	37032	1	15693
37032	37065	1	15694
37065	37115	1	15695
37115	36967	1	15696
36967	37021	1	15697
37021	37113	1	15698
37113	37228	1	15699
37228	37399	1	15700
37399	37480	1	15701
37480	37659	1	15702
36611	37525	1	15703
37525	37673	1	15704
37673	37973	1	15705
37973	38018	1	15706
38018	38167	1	15707
38167	38573	1	15708
38442	38520	1	15709
38520	38555	1	15710
38555	38481	1	15711
36916	36996	1	15712
36996	36957	1	15713
36957	36877	1	15714
35323	36499	1	15715
36499	36405	1	15716
36405	36364	1	15717
36364	36378	1	15718
36378	37780	1	15719
34018	33817	1	15720
33817	33865	1	15721
33865	34091	1	15722
34091	34212	1	15723
34212	35080	1	15724
35080	35314	1	15725
35314	36140	1	15726
36140	36141	1	15727
36141	36547	1	15728
36547	36872	1	15729
36872	36877	1	15730
36877	37495	1	15731
37495	37567	1	15732
37567	37780	1	15733
37780	38033	1	15734
38033	38206	1	15735
38206	38481	1	15736
38481	38683	1	15737
38683	38951	1	15738
38951	38953	1	15739
38953	39179	1	15740
39179	39487	1	15741
39487	39694	1	15742
39694	39887	1	15743
35482	35751	1	15744
35751	35797	1	15745
35742	35824	1	15746
35824	35797	1	15747
35797	35719	1	15748
35719	35529	1	15749
35529	35479	1	15750
35479	35310	1	15751
35310	35224	1	15752
35224	35215	1	15753
35215	35195	1	15754
35195	35189	1	15755
35189	35110	1	15756
35110	35099	1	15757
31179	32102	1	15758
32102	32302	1	15759
32345	32289	1	15760
32289	32302	1	15761
32302	32414	1	15762
32414	32702	1	15763
32702	33061	1	15764
33061	33159	1	15765
33159	33166	1	15766
33166	33481	1	15767
33481	33892	1	15768
33892	34115	1	15769
34115	34142	1	15770
34142	34313	1	15771
34313	34449	1	15772
34449	34469	1	15773
34469	34657	1	15774
34657	34717	1	15775
34717	35099	1	15776
35099	35157	1	15777
35157	35240	1	15778
35240	35334	1	15779
35334	35360	1	15780
35360	35408	1	15781
35408	35549	1	15782
35549	35897	1	15783
35897	35869	1	15784
35869	36009	1	15785
36009	36154	1	15786
36154	36321	1	15787
36321	36355	1	15788
36355	36468	1	15789
36468	36532	1	15790
36532	36681	1	15791
36681	36755	1	15792
36755	36998	1	15793
36998	37150	1	15794
8799	9145	1	17092
9030	9049	1	17093
9555	8806	1	17094
9920	8806	1	17095
8806	8725	1	17096
8725	8625	1	17097
8625	8809	1	17098
8809	8713	1	17099
9617	9399	1	17100
9199	9338	1	17101
8929	9123	1	17102
9235	9123	1	17103
9123	9403	1	17104
9416	9681	1	17105
9681	9736	1	17106
9736	9403	1	17107
9403	9435	1	17108
9435	9375	1	17109
9375	9515	1	17110
9515	9374	1	17111
9374	9338	1	17112
9338	9334	1	17113
9686	9334	1	17114
9334	9136	1	17115
11228	10911	1	17116
11085	10911	1	17117
10911	10961	1	17118
10497	10961	1	17119
10961	11034	1	17120
11034	10898	1	17121
10898	10863	1	17122
8426	8170	1	17123
7937	8170	1	17124
8170	8969	1	17125
8969	9124	1	17126
9124	9355	1	17127
9845	9869	1	17128
9593	10306	1	17129
10370	10306	1	17130
10306	11421	1	17131
14040	14385	1	17132
13866	13809	1	17133
13531	13525	1	17134
12845	13525	1	17135
13525	13677	1	17136
13247	13677	1	17137
13677	13809	1	17138
13809	13850	1	17139
11979	11942	1	17140
12629	12079	1	17141
12070	12079	1	17142
12079	11942	1	17143
11942	11909	1	17144
11945	11909	1	17145
11909	11777	1	17146
11186	11774	1	17147
14111	14301	1	17148
14330	14301	1	17149
14301	14627	1	17150
15386	15040	1	17151
11467	11644	1	17152
11008	11644	1	17153
11644	11799	1	17154
11297	11518	1	17155
11518	11557	1	17156
11557	11799	1	17157
11799	11989	1	17158
11900	12282	1	17159
12157	12282	1	17160
12785	13291	1	17161
12250	13215	1	17162
12178	12990	1	17163
11859	12429	1	17164
11609	11968	1	17165
11102	11722	1	17166
10937	11154	1	17167
10700	11053	1	17168
10618	11053	1	17169
11053	11081	1	17170
10676	11316	1	17171
11484	11316	1	17172
11316	11081	1	17173
11081	11154	1	17174
11154	11722	1	17175
11722	11878	1	17176
11482	11692	1	17177
11706	11692	1	17178
11692	11878	1	17179
11878	11968	1	17180
11968	12429	1	17181
12429	12818	1	17182
14070	12866	1	17183
11181	12427	1	17184
12039	12427	1	17185
12427	12563	1	17186
12106	12740	1	17187
13060	12740	1	17188
12740	12699	1	17189
13640	12699	1	17190
12699	12608	1	17191
13958	12608	1	17192
12608	12563	1	17193
12563	12818	1	17194
12818	12866	1	17195
12866	12990	1	17196
12990	13215	1	17197
13215	13275	1	17198
13573	13681	1	17199
14410	14357	1	17200
14269	14931	1	17201
14960	14931	1	17202
14931	14357	1	17203
14357	13922	1	17204
15208	13922	1	17205
13922	13681	1	17206
13681	13506	1	17207
13762	13506	1	17208
13506	13275	1	17209
13275	13291	1	17210
13291	13271	1	17211
15320	16240	1	17212
15193	14896	1	17213
14477	14698	1	17214
14007	14698	1	17215
14698	14878	1	17216
14001	14878	1	17217
14878	14896	1	17218
14896	15712	1	17219
15903	15622	1	17220
16248	15622	1	17221
15622	15525	1	17222
16601	15667	1	17223
17017	16554	1	17224
15985	16894	1	17225
15795	16366	1	17226
15334	15674	1	17227
15674	16073	1	17228
17786	17313	1	17229
15451	17619	1	17230
16259	17167	1	17231
15691	16654	1	17232
16056	16654	1	17233
16654	17167	1	17234
17167	17619	1	17235
17619	18015	1	17236
18906	19090	1	17237
18513	18574	1	17238
19394	18574	1	17239
18574	18537	1	17240
19257	18784	1	17241
19367	18903	1	17242
20237	20342	1	17243
20092	20579	1	17244
20200	20579	1	17245
20579	20342	1	17246
20342	20473	1	17247
20521	21047	1	17248
21218	21047	1	17249
21047	20473	1	17250
20473	19225	1	17251
18023	18802	1	17252
19192	18544	1	17253
17249	17982	1	17254
15672	15987	1	17255
16146	15987	1	17256
15987	16397	1	17257
15317	16088	1	17258
14762	15223	1	17259
14838	16552	1	17260
16544	16552	1	17261
16552	16603	1	17262
17368	17636	1	17263
17707	18040	1	17264
16141	16648	1	17265
16779	16648	1	17266
16648	17056	1	17267
18044	17056	1	17268
17056	17348	1	17269
17348	17694	1	17270
18292	18848	1	17271
19128	18848	1	17272
18848	18685	1	17273
19663	19286	1	17274
20316	19286	1	17275
19286	18977	1	17276
14359	14582	1	17277
17557	17317	1	17278
19776	20548	1	17279
20707	20614	1	17280
21009	20614	1	17281
20614	20637	1	17282
21277	20637	1	17283
20637	20524	1	17284
22322	20524	1	17285
20524	20548	1	17286
20548	20554	1	17287
21839	21335	1	17288
21985	21335	1	17289
21335	21227	1	17290
22640	21227	1	17291
21227	20554	1	17292
20554	20172	1	17293
21496	20172	1	17294
20172	20029	1	17295
20715	21701	1	17296
20496	21701	1	17297
21701	22159	1	17298
21130	21837	1	17299
20928	21722	1	17300
19306	20813	1	17301
19065	20813	1	17302
20813	21394	1	17303
20297	20938	1	17304
21433	21262	1	17305
21555	21569	1	17306
22144	22036	1	17307
22872	22036	1	17308
22036	22067	1	17309
22067	21569	1	17310
21569	21384	1	17311
22238	21492	1	17312
21106	20779	1	17313
19680	19834	1	17314
18401	19019	1	17315
18911	18299	1	17316
16369	18299	1	17317
18299	18384	1	17318
15993	16516	1	17319
16030	16516	1	17320
16516	16996	1	17321
14887	16996	1	17322
16996	17376	1	17323
18183	19373	1	17324
22231	22236	1	17325
23011	22534	1	17326
23281	23370	1	17327
23760	23370	1	17328
23370	22534	1	17329
22534	22545	1	17330
22692	22545	1	17331
22545	22236	1	17332
22236	22111	1	17333
23217	23534	1	17334
22056	22860	1	17335
21781	22854	1	17336
21547	22622	1	17337
21698	22267	1	17338
22705	22354	1	17339
22928	22740	1	17340
24358	23355	1	17341
23898	23365	1	17342
23790	23670	1	17343
23262	23130	1	17344
23080	23130	1	17345
23130	23049	1	17346
22868	22756	1	17347
23019	23325	1	17348
23031	23437	1	17349
23246	23188	1	17350
23844	23188	1	17351
23188	23443	1	17352
24191	23443	1	17353
23443	23595	1	17354
24499	23667	1	17355
24674	23667	1	17356
23667	23595	1	17357
23595	23680	1	17358
24267	23680	1	17359
23680	23691	1	17360
24211	23691	1	17361
23691	23660	1	17362
23500	23660	1	17363
23660	23437	1	17364
23437	23325	1	17365
23325	23244	1	17366
24982	25249	1	17367
25149	25270	1	17368
25516	25270	1	17369
25270	25249	1	17370
25249	25184	1	17371
25540	25519	1	17372
25622	25519	1	17373
25519	25256	1	17374
26055	25335	1	17375
25804	25566	1	17376
26224	25795	1	17377
26083	25795	1	17378
25795	25658	1	17379
25907	25658	1	17380
25658	25566	1	17381
25566	25525	1	17382
25908	25635	1	17383
25361	25635	1	17384
25635	25525	1	17385
25525	25335	1	17386
25335	25256	1	17387
25256	25184	1	17388
25184	24051	1	17389
24314	24139	1	17390
24478	24139	1	17391
24139	24200	1	17392
24388	24224	1	17393
24550	24224	1	17394
24224	24200	1	17395
24200	24210	1	17396
24963	24894	1	17397
25044	24894	1	17398
24894	24790	1	17399
24973	24790	1	17400
24790	24210	1	17401
24210	24363	1	17402
24726	24493	1	17403
25071	24493	1	17404
24493	24363	1	17405
24363	24051	1	17406
24051	23806	1	17407
25028	24633	1	17408
25027	24885	1	17409
24885	24843	1	17410
24843	24633	1	17411
24633	23985	1	17412
24806	24293	1	17413
24278	24293	1	17414
24293	24329	1	17415
25021	24014	1	17416
23639	24014	1	17417
24014	24009	1	17418
24952	24329	1	17419
24329	24009	1	17420
24009	23985	1	17421
23985	23806	1	17422
23806	23645	1	17423
20734	20852	1	17424
21400	21112	1	17425
21270	21112	1	17426
21112	21226	1	17427
21572	21605	1	17428
21690	21605	1	17429
21605	21808	1	17430
21773	22190	1	17431
21785	22190	1	17432
22190	22176	1	17433
22488	22176	1	17434
22176	22164	1	17435
22382	22263	1	17436
22105	21522	1	17437
22523	21522	1	17438
21522	21480	1	17439
21956	21480	1	17440
21480	21120	1	17441
16253	15219	1	17442
16053	15219	1	17443
15219	15144	1	17444
15144	14873	1	17445
14873	14427	1	17446
15349	14543	1	17447
14543	14494	1	17448
14494	14112	1	17449
12058	12869	1	17450
13262	13755	1	17451
12803	13793	1	17452
12520	13269	1	17453
12437	12979	1	17454
12675	12979	1	17455
12979	13269	1	17456
13269	13817	1	17457
13186	13780	1	17458
12780	13761	1	17459
12939	13761	1	17460
13761	13780	1	17461
13780	14071	1	17462
13092	14034	1	17463
13368	14034	1	17464
14034	14276	1	17465
12947	14533	1	17466
13587	14625	1	17467
14251	14000	1	17468
14677	14388	1	17469
13627	13638	1	17470
12601	12742	1	17471
12742	12746	1	17472
12746	12964	1	17473
12674	12964	1	17474
12964	13638	1	17475
13638	13941	1	17476
13597	13941	1	17477
13941	14388	1	17478
14388	14013	1	17479
13821	14013	1	17480
14013	14000	1	17481
14000	13689	1	17482
13422	13407	1	17483
13125	13339	1	17484
13339	13330	1	17485
13330	13210	1	17486
12411	13210	1	17487
13210	13407	1	17488
13407	13689	1	17489
13689	13706	1	17490
12839	12813	1	17491
11190	11864	1	17492
11589	11864	1	17493
11864	12627	1	17494
11791	12174	1	17495
11202	11807	1	17496
11445	11807	1	17497
11807	11982	1	17498
11973	11982	1	17499
11982	12174	1	17500
12174	12279	1	17501
12837	12279	1	17502
12279	12607	1	17503
12545	12607	1	17504
12607	12627	1	17505
12627	12813	1	17506
12813	13158	1	17507
13537	13158	1	17508
13158	14183	1	17509
13714	14221	1	17510
13849	14221	1	17511
14221	14183	1	17512
14183	14819	1	17513
14340	15203	1	17514
14343	15359	1	17515
13055	13789	1	17516
12819	13797	1	17517
13837	13797	1	17518
13797	13789	1	17519
13789	14828	1	17520
14222	14828	1	17521
14828	15111	1	17522
14471	15111	1	17523
15111	15310	1	17524
14606	15434	1	17525
15088	15434	1	17526
15434	15310	1	17527
15310	15359	1	17528
15359	15203	1	17529
15203	15060	1	17530
19012	20227	1	17531
19156	18598	1	17532
17907	18598	1	17533
18598	19396	1	17534
16871	17508	1	17535
16228	16875	1	17536
16061	16875	1	17537
16875	17508	1	17538
17508	17773	1	17539
16854	17773	1	17540
17773	18337	1	17541
17397	18337	1	17542
18337	18542	1	17543
16318	15990	1	17544
15562	15990	1	17545
15990	16392	1	17546
15415	15665	1	17547
15913	16068	1	17548
16123	16373	1	17549
16555	16621	1	17550
17946	16621	1	17551
16621	16417	1	17552
15898	15225	1	17553
15241	15225	1	17554
15225	15408	1	17555
19189	21503	1	17556
19925	21288	1	17557
20372	20901	1	17558
21346	20778	1	17559
22247	21412	1	17560
22158	21721	1	17561
21660	21793	1	17562
21943	21857	1	17563
22215	22254	1	17564
22389	22396	1	17565
22681	23121	1	17566
23121	22952	1	17567
22952	22846	1	17568
23782	23522	1	17569
24527	24380	1	17570
24734	24402	1	17571
24654	24490	1	17572
24378	24490	1	17573
24490	24402	1	17574
24402	24380	1	17575
24380	23989	1	17576
24215	23989	1	17577
23989	23742	1	17578
23943	23742	1	17579
23742	23522	1	17580
23522	23261	1	17581
23290	23261	1	17582
23261	22846	1	17583
22846	22396	1	17584
22396	22254	1	17585
22254	21857	1	17586
21857	21897	1	17587
22800	21897	1	17588
21897	21843	1	17589
22711	21843	1	17590
21843	21793	1	17591
21793	21590	1	17592
22372	21590	1	17593
21590	21365	1	17594
22685	23018	1	17595
21950	23018	1	17596
23018	23250	1	17597
21461	21705	1	17598
21068	20954	1	17599
20932	20954	1	17600
20954	21216	1	17601
20877	21216	1	17602
21216	21705	1	17603
21705	22338	1	17604
23896	23480	1	17605
23932	23441	1	17606
23956	23203	1	17607
23762	23515	1	17608
22408	22732	1	17609
22446	22888	1	17610
23145	22888	1	17611
22888	22849	1	17612
23054	23157	1	17613
23485	23157	1	17614
23157	23295	1	17615
23724	23720	1	17616
24310	23720	1	17617
23720	23295	1	17618
23295	23313	1	17619
23936	23787	1	17620
24220	24079	1	17621
24396	24079	1	17622
24079	23869	1	17623
24321	23999	1	17624
23995	23999	1	17625
23999	23869	1	17626
23869	23787	1	17627
23787	23313	1	17628
23313	22849	1	17629
22849	22732	1	17630
22732	22650	1	17631
23133	22650	1	17632
22650	22532	1	17633
22770	23356	1	17634
21393	22039	1	17635
21222	22039	1	17636
22039	22077	1	17637
21430	22077	1	17638
22077	23356	1	17639
23356	23489	1	17640
24307	24081	1	17641
24273	23800	1	17642
22899	23800	1	17643
23800	24081	1	17644
24081	24301	1	17645
24162	24348	1	17646
23379	23297	1	17647
23008	22863	1	17648
22728	22566	1	17649
22207	21850	1	17650
20935	21485	1	17651
20564	21485	1	17652
21485	21500	1	17653
20518	20765	1	17654
20039	20765	1	17655
20765	20780	1	17656
20046	19774	1	17657
19021	18771	1	17658
18549	18771	1	17659
18771	19384	1	17660
18099	18250	1	17661
16944	17813	1	17662
16902	17813	1	17663
17813	18250	1	17664
18250	19384	1	17665
19384	19774	1	17666
19774	20780	1	17667
20780	21232	1	17668
19988	21084	1	17669
20756	21084	1	17670
21084	21232	1	17671
21232	21500	1	17672
21500	21850	1	17673
21850	21834	1	17674
21083	21444	1	17675
21141	21444	1	17676
21444	21834	1	17677
21834	22566	1	17678
22566	22863	1	17679
22863	22964	1	17680
22627	22964	1	17681
22964	23297	1	17682
23297	23343	1	17683
23343	23424	1	17684
22564	23424	1	17685
23424	23803	1	17686
24147	24544	1	17687
24021	24352	1	17688
24269	24352	1	17689
24352	24492	1	17690
24106	24591	1	17691
24270	24552	1	17692
24174	24475	1	17693
24705	24475	1	17694
24475	24555	1	17695
24516	24590	1	17696
24621	24768	1	17697
25018	24768	1	17698
24768	24849	1	17699
25196	24872	1	17700
25144	24872	1	17701
24872	24849	1	17702
24849	24590	1	17703
24590	24555	1	17704
24555	24552	1	17705
24552	24570	1	17706
24852	24570	1	17707
24570	24591	1	17708
24591	24787	1	17709
25009	24934	1	17710
25211	25239	1	17711
25557	25239	1	17712
25239	25072	1	17713
25436	25072	1	17714
25072	25046	1	17715
25436	25046	1	17716
25046	24934	1	17717
24934	24887	1	17718
25094	24887	1	17719
24887	24787	1	17720
24787	24492	1	17721
24492	24544	1	17722
24544	24536	1	17723
25379	25141	1	17724
25425	25141	1	17725
25141	24895	1	17726
25550	24895	1	17727
24895	24745	1	17728
25171	24745	1	17729
24745	24536	1	17730
24536	24489	1	17731
24798	24489	1	17732
24489	24502	1	17733
15540	17147	1	17734
13892	16384	1	17735
13757	15284	1	17736
12441	13121	1	17737
