ITER	INC_DELIVF	TOT_DELIVF	BOOT_ERROR	C_SUM90POP	C_WFCORNSOYA_P	C_WFOTHER_P	C_CONFINED	C_UNCONFINED	C_FOREST	C_BSHRUB
0	8.5546366970336E-01	7.6168632881790E-01	1.0000000000000E+00	1.6509556338936E-01	1.7744682150508E-02	1.9193647698400E-02	2.2859690516467E-01	3.5075714893815E-02	1.3854817931078E+01	2.4791965942739E+02
0	9.8093307274179E-01	9.6222969319865E-01	1.0000000000000E+00	1.6509556338936E-01	2.2570456655113E-02	2.4413477218460E-02	2.9076522733683E-01	4.4614769424613E-02	1.7622720143732E+01	3.1534292243697E+02
0	9.0138045951798E-01	8.1248673280084E-01	1.0000000000000E+00	1.6509556338936E-01	2.3543466863831E-02	2.5465939865842E-02	3.0330008823318E-01	4.6538107829905E-02	1.8382433908821E+01	3.2893732539774E+02
0	8.4160121139882E-01	7.4442483916385E-01	1.0000000000000E+00	1.6509556338936E-01	2.4154401920411E-02	2.6126761634479E-02	3.1117049481506E-01	4.7745736328487E-02	1.8859444086001E+01	3.3747299878286E+02
0	9.9932086302830E-01	9.9864218728362E-01	1.0000000000000E+00	1.6509556338936E-01	2.6683826459560E-02	2.8862729688026E-02	3.4375595431176E-01	5.2745621546386E-02	2.0834385996095E+01	3.7281282989251E+02
0	9.7943651472800E-01	9.5929588638253E-01	1.0000000000000E+00	1.6509556338936E-01	2.3150086951032E-02	2.5040437994698E-02	2.9823234850941E-01	4.5760518152656E-02	1.8075287969358E+01	3.2344122165355E+02
0	9.3266242426375E-01	8.6985919763353E-01	1.0000000000000E+00	1.6509556338936E-01	2.0968723850452E-02	2.2680952797968E-02	2.7013081084289E-01	4.1448642090474E-02	1.6372107921175E+01	2.9296432765252E+02
0	8.6033568746192E-01	7.4017749512058E-01	1.0000000000000E+00	1.6509556338936E-01	2.2158424554658E-02	2.3967800090547E-02	2.8545719971517E-01	4.3800310176481E-02	1.7301010817797E+01	3.0958621982875E+02
0	9.8757830758731E-01	9.7531091361701E-01	1.0000000000000E+00	1.6509556338936E-01	2.6487760010755E-02	2.8650653173387E-02	3.4123011682291E-01	5.2358059188254E-02	2.0681299853015E+01	3.7007348935089E+02
0	9.8188681552438E-01	9.6410171850061E-01	1.0000000000000E+00	1.6509556338936E-01	2.6343147187204E-02	2.8494231797993E-02	3.3936713366940E-01	5.2072204636122E-02	2.0568388033925E+01	3.6805303264958E+02
0	9.5747325608227E-01	9.1675503611278E-01	1.0000000000000E+00	1.6509556338936E-01	1.7756774259594E-02	1.9206727204686E-02	2.2875268246689E-01	3.5099617230706E-02	1.3864259293193E+01	2.4808860421553E+02
0	9.1903657189884E-01	8.4462822048756E-01	1.0000000000000E+00	1.6509556338936E-01	2.6417641184561E-02	2.8574808701472E-02	3.4032680694529E-01	5.2219456088158E-02	2.0626551981950E+01	3.6909382483157E+02
0	9.0427165044503E-01	8.1770721779858E-01	1.0000000000000E+00	1.6509556338936E-01	2.2522414434692E-02	2.4361512046834E-02	2.9014632062370E-01	4.4519804904424E-02	1.7585209400441E+01	3.1467170100715E+02
0	2.3859225571440E-01	2.2320160884925E-01	1.0000000000000E+00	1.6509556338936E-01	1.3117793634031E-02	1.4188944465522E-02	1.6899074336153E-01	2.5929796073017E-02	1.0242203321278E+01	1.8327513012650E+02
0	9.0015923889461E-01	8.1028665536732E-01	1.0000000000000E+00	1.6509556338936E-01	1.9793653394618E-02	2.1409930406089E-02	2.5499289700055E-01	3.9125893452916E-02	1.5454628132939E+01	2.7654684185353E+02
0	9.3606410457288E-01	8.7621600786982E-01	1.0000000000000E+00	1.6509556338936E-01	1.9118202640569E-02	2.0679324825167E-02	2.4629136317441E-01	3.7790737496168E-02	1.4927244935010E+01	2.6710978800925E+02
0	8.9923627730466E-01	8.0862588242074E-01	1.0000000000000E+00	1.6509556338936E-01	2.7507523168745E-02	2.9753686444101E-02	3.5436727532145E-01	5.4373813625864E-02	2.1477517715185E+01	3.8432110070177E+02
0	9.7828267549519E-01	9.5703699317402E-01	1.0000000000000E+00	1.6509556338936E-01	4.3692129734372E-02	4.7259868517302E-02	5.6286641556130E-01	8.6365744546322E-02	3.4114248841219E+01	6.1044417879827E+02
0	8.9687307574562E-01	8.0438131399741E-01	1.0000000000000E+00	1.6509556338936E-01	2.7894069270265E-02	3.0171796480045E-02	3.5934697807191E-01	5.5137894984731E-02	2.1779327903336E+01	3.8972172591608E+02
0	9.9055165900257E-01	9.8119258915274E-01	1.0000000000000E+00	1.6509556338936E-01	8.2001738543327E-02	8.8697699226574E-02	1.0563921906367E+00	1.6209192013398E-01	6.4025895077367E+01	1.1456865172157E+03
0	9.8876686123562E-01	9.7765990587773E-01	1.0000000000000E+00	1.6509556338936E-01	8.0263013887500E-02	8.6816996703677E-02	1.0339929686115E+00	1.5865500253865E-01	6.2668321392224E+01	1.1213939420738E+03
0	9.1895399280435E-01	8.4447644089105E-01	1.0000000000000E+00	1.6509556338936E-01	3.6354203146900E-02	3.9322753805296E-02	4.6833514732025E-01	7.1860947068923E-02	2.8384890828563E+01	5.0792240663920E+02
0	9.2452461383217E-01	8.5474576158153E-01	1.0000000000000E+00	1.6509556338936E-01	3.2845710191654E-02	3.5527770206034E-02	4.2313678171649E-01	6.4925748254915E-02	2.5645504983548E+01	4.5890353038151E+02
0	9.2705015278164E-01	8.5942198577246E-01	1.0000000000000E+00	1.6509556338936E-01	3.0743014920879E-02	3.3253376565053E-02	3.9604868696638E-01	6.0769374012722E-02	2.4003747757691E+01	4.2952574322316E+02
0	9.5685286744765E-01	9.1556740994279E-01	1.0000000000000E+00	1.6509556338936E-01	2.3392668234764E-02	2.5302827574782E-02	3.0135741607849E-01	4.6240025865142E-02	1.8264692292924E+01	3.2683044377297E+02
0	9.4801083425769E-01	8.9872454186996E-01	1.0000000000000E+00	1.6509556338936E-01	1.1251938592874E-02	1.2170730557125E-02	1.4495375671524E-01	2.2241581265803E-02	8.7853678783126E+00	1.5720635400412E+02
0	9.5800299951861E-01	9.1776974708666E-01	1.0000000000000E+00	1.6509556338936E-01	2.0905726228458E-02	2.2612811021624E-02	2.6931924029468E-01	4.1324115395133E-02	1.6322920194091E+01	2.9208415697056E+02
0	9.3121691077032E-01	8.6716493490462E-01	1.0000000000000E+00	1.6509556338936E-01	2.1103469562746E-02	2.2826701350053E-02	2.7186668035880E-01	4.1714992434058E-02	1.6477315627630E+01	2.9484692610189E+02
0	9.3293637098314E-01	8.7037027230320E-01	1.0000000000000E+00	1.6509556338936E-01	1.6767723375615E-02	1.8136914059436E-02	2.1601117663374E-01	3.3144571401895E-02	1.3092021176675E+01	2.3427008911153E+02
0	9.8710505686272E-01	9.7437639328396E-01	1.0000000000000E+00	1.6509556338936E-01	8.0778593842902E-02	8.7374677023922E-02	1.0406349575280E+00	1.5967414367441E-01	6.3070879541782E+01	1.1285973625615E+03
0	9.3185288930538E-01	8.6834980730678E-01	1.0000000000000E+00	1.6509556338936E-01	1.8184077022192E-02	1.9668921940905E-02	2.3425743528633E-01	3.5944261826033E-02	1.4197891754289E+01	2.5405866073596E+02
0	9.1302409246503E-01	8.3361299342159E-01	1.0000000000000E+00	1.6509556338936E-01	1.6217238153186E-02	1.7541478236306E-02	2.0891951857423E-01	3.2056433414897E-02	1.2662209446840E+01	2.2657899001453E+02
0	9.2652911494136E-01	8.5845620083402E-01	1.0000000000000E+00	1.6509556338936E-01	1.7627377911641E-02	1.9066764826380E-02	2.2708572644983E-01	3.4843840915831E-02	1.3763228301111E+01	2.4628074435963E+02
0	9.2912512141662E-01	8.6327349124745E-01	1.0000000000000E+00	1.6509556338936E-01	3.8197436355505E-02	4.1316498665412E-02	4.9208070688621E-01	7.5504445552551E-02	2.9824063437750E+01	5.3367512204130E+02
0	9.9685671023035E-01	9.9372330073126E-01	1.0000000000000E+00	1.6509556338936E-01	4.0339712247784E-02	4.3633704936023E-02	5.1967870130674E-01	7.9739058366921E-02	3.1496724700088E+01	5.6360590947995E+02
0	9.2742618009911E-01	8.6011931953322E-01	1.0000000000000E+00	1.6509556338936E-01	2.8857516271999E-02	3.1213915024098E-02	3.7175864039522E-01	5.7042329905655E-02	2.2531574840309E+01	4.0318251662060E+02
0	9.2904818842373E-01	8.6313053641341E-01	1.0000000000000E+00	1.6509556338936E-01	1.7000306443933E-02	1.8388489006570E-02	2.1900744160824E-01	3.3604315753710E-02	1.3273619023178E+01	2.3751962125850E+02
0	9.2686028654686E-01	8.5906999077772E-01	1.0000000000000E+00	1.6509556338936E-01	1.9523127255803E-02	2.1117314096730E-02	2.5150782820221E-01	3.8591147457698E-02	1.5243404828566E+01	2.7276718845471E+02
0	8.7320170007991E-01	7.6248120902244E-01	1.0000000000000E+00	1.6509556338936E-01	2.4753366647612E-02	2.6774635620621E-02	3.1888669292893E-01	4.8929703210765E-02	1.9327107985085E+01	3.4584142882388E+02
0	9.9197392195102E-01	9.8401226183088E-01	1.0000000000000E+00	1.6509556338936E-01	2.2945234394242E-02	2.4818857930780E-02	2.9559332347081E-01	4.5355588393066E-02	1.7915341746994E+01	3.2057912608705E+02
0	9.4646051107062E-01	8.9578749901606E-01	1.0000000000000E+00	1.6509556338936E-01	4.5931788704386E-02	4.9682409809978E-02	5.9171895317381E-01	9.0792853402106E-02	3.5862945549002E+01	6.4173555298969E+02
0	9.0507675058752E-01	8.1916392445407E-01	1.0000000000000E+00	1.6509556338936E-01	3.5509370296271E-02	3.8408935008123E-02	4.5745153873278E-01	7.0190975414867E-02	2.7725256284063E+01	4.9611883242894E+02
0	9.1590277384923E-01	8.3887789114471E-01	1.0000000000000E+00	1.6509556338936E-01	5.0049243365854E-02	5.4136080690979E-02	6.4476230355811E-01	9.8931780015098E-02	3.9077800804805E+01	6.9926253198658E+02
0	9.8636017529024E-01	9.7290639539859E-01	1.0000000000000E+00	1.6509556338936E-01	4.3906900850977E-02	4.7492177054188E-02	5.6563321702656E-01	8.6790280212250E-02	3.4281939346587E+01	6.1344485142975E+02
0	8.9695144861149E-01	8.0452190116625E-01	1.0000000000000E+00	1.6509556338936E-01	3.3487276440421E-02	3.6221724397467E-02	4.3140179642242E-01	6.6193925088760E-02	2.6146431598744E+01	4.6786716717957E+02
0	8.9396945894263E-01	7.9918139352218E-01	1.0000000000000E+00	1.6509556338936E-01	3.5406834677964E-02	3.8298026707956E-02	4.5613061763568E-01	6.9988294404090E-02	2.7645197801694E+01	4.9468625700414E+02
0	9.8196766887790E-01	9.6426050272150E-01	1.0000000000000E+00	1.6509556338936E-01	4.9551755807280E-02	5.3597970126213E-02	6.3835339100147E-01	9.7948401917945E-02	3.8689368964293E+01	6.9231188925064E+02
0	9.9735582505322E-01	9.9471864176760E-01	1.0000000000000E+00	1.6509556338936E-01	1.5320278833934E-01	1.6571276514601E-01	1.9736438770738E+00	3.0283423952873E-01	1.1961875230964E+02	2.1404713133917E+03
0	9.0599720124796E-01	8.2083092866913E-01	1.0000000000000E+00	1.6509556338936E-01	3.1392761136865E-02	3.3956178669774E-02	4.0441908057822E-01	6.2053720096350E-02	2.4511061185316E+01	4.3860366635613E+02
0	9.9520827566174E-01	9.9043951194561E-01	1.0000000000000E+00	1.6509556338936E-01	7.8902783155468E-02	8.5345694527752E-02	1.0164697166865E+00	1.5596624965246E-01	6.1606270859185E+01	1.1023894912210E+03
0	9.8163806435953E-01	9.6361328939952E-01	1.0000000000000E+00	1.6509556338936E-01	4.3754446601694E-02	4.7327273951048E-02	5.6366921624764E-01	8.6488925601509E-02	3.4162905043875E+01	6.1131483832273E+02
0	9.9583466362234E-01	9.9168667727182E-01	1.0000000000000E+00	1.6509556338936E-01	2.8130577602705E-02	3.0427617213948E-02	3.6239381049094E-01	5.5605398362269E-02	2.1963990545212E+01	3.9302609985375E+02
0	8.3573354690491E-01	8.1439123374827E-01	1.0000000000000E+00	1.6509556338936E-01	3.3359025688293E-02	3.6083001160133E-02	4.2974959861056E-01	6.5940413260350E-02	2.6046295073041E+01	4.6607531300495E+02
0	9.2501997857829E-01	8.5566196076898E-01	1.0000000000000E+00	1.6509556338936E-01	3.2870788148869E-02	3.5554895937095E-02	4.2345984996638E-01	6.4975319572672E-02	2.5665085527642E+01	4.5925390682438E+02
0	9.7295341016863E-01	9.4663833835876E-01	1.0000000000000E+00	1.6509556338936E-01	3.1502888430052E-02	3.4075298553099E-02	4.0583780187078E-01	6.2271407486019E-02	2.4597047149077E+01	4.4014230879498E+02
0	9.3565392671438E-01	8.7544827057604E-01	1.0000000000000E+00	1.6509556338936E-01	2.9529334092476E-02	3.1940591019441E-02	3.8041337274224E-01	5.8370304683214E-02	2.3056121490771E+01	4.1256881296772E+02
0	9.2507661208994E-01	8.5576673823581E-01	1.0000000000000E+00	1.6509556338936E-01	3.1038011834049E-02	3.3572461842291E-02	3.9984900194592E-01	6.1352491114124E-02	2.4234077525648E+01	4.3364728981526E+02
0	9.6354550773230E-01	9.2841994547109E-01	1.0000000000000E+00	1.6509556338936E-01	3.5779186623174E-02	3.8700783544937E-02	4.6092746333768E-01	7.0724318332812E-02	2.7935925376491E+01	4.9988856869733E+02
0	8.9899838672082E-01	8.0819809932663E-01	1.0000000000000E+00	1.6509556338936E-01	3.2660356218927E-02	3.5327280908911E-02	4.2074894832697E-01	6.4559361128526E-02	2.5500783003004E+01	4.5631385909846E+02
0	9.2463148931611E-01	8.5494339103493E-01	1.0000000000000E+00	1.6509556338936E-01	2.4699683913563E-02	2.6716569351747E-02	3.1819512196924E-01	4.8823589150324E-02	1.9285193201829E+01	3.4509140101106E+02
0	9.2149343264000E-01	8.4915014639864E-01	1.0000000000000E+00	1.6509556338936E-01	2.4456099216391E-02	2.6453094423170E-02	3.1505712786786E-01	4.8342098001707E-02	1.9095005426050E+01	3.4168815971024E+02
0	9.6101670910039E-01	9.2355311517014E-01	1.0000000000000E+00	1.6509556338936E-01	2.9023261201503E-02	3.1393194075575E-02	3.7389385913907E-01	5.7369956055455E-02	2.2660986333950E+01	4.0549822034107E+02
0	9.6278724002788E-01	9.2695926956050E-01	1.0000000000000E+00	1.6509556338936E-01	3.1006017976602E-02	3.3537855483994E-02	3.9943683920698E-01	6.1289249213668E-02	2.4209097136251E+01	4.3320028793746E+02
0	9.4095480423774E-01	8.8539594361809E-01	1.0000000000000E+00	1.6509556338936E-01	3.0650077045249E-02	3.3152849723965E-02	3.9485140935039E-01	6.0585664752629E-02	2.3931183068460E+01	4.2822726256970E+02
0	9.4313647149561E-01	8.8950640386518E-01	1.0000000000000E+00	1.6509556338936E-01	3.1035062216469E-02	3.3569271369776E-02	3.9981100332501E-01	6.1346660638018E-02	2.4231774502456E+01	4.3360607926103E+02
0	9.8272505629114E-01	9.6574853626243E-01	1.0000000000000E+00	1.6509556338936E-01	3.6035322489895E-02	3.8977834525454E-02	4.6422714861451E-01	7.1230619238005E-02	2.8135912942847E+01	5.0346716854522E+02
0	9.4646815023018E-01	8.9580195940014E-01	1.0000000000000E+00	1.6509556338936E-01	3.0099118899028E-02	3.2556902359823E-02	3.8775365882247E-01	5.9496591942456E-02	2.3501002085854E+01	4.2052955602239E+02
0	9.4360236954033E-01	8.9038543180213E-01	1.0000000000000E+00	1.6509556338936E-01	3.2940689182570E-02	3.5630504832381E-02	4.2436035411947E-01	6.5113492164781E-02	2.5719663349150E+01	4.6023052845794E+02
0	9.5394583784505E-01	9.1001266154189E-01	1.0000000000000E+00	1.6509556338936E-01	3.1652397066278E-02	3.4237015515243E-02	4.0776385561730E-01	6.2566939536351E-02	2.4713781555276E+01	4.4223116729693E+02
0	7.5572943744634E-01	7.3337262341524E-01	1.0000000000000E+00	1.6509556338936E-01	4.0170336187531E-02	4.3450498249003E-02	5.1749670430875E-01	7.9404254601553E-02	3.1364478066602E+01	5.6123947345045E+02
0	9.6754895449705E-01	9.3615097934833E-01	1.0000000000000E+00	1.6509556338936E-01	4.4990297742990E-02	4.8664040155847E-02	5.7959014082370E-01	8.8931818740738E-02	3.5127841603873E+01	6.2858152089581E+02
0	9.3613818280468E-01	8.7635469730484E-01	1.0000000000000E+00	1.6509556338936E-01	4.0204033394868E-02	4.3486947046482E-02	5.1793081055222E-01	7.9470863494699E-02	3.1390788409525E+01	5.6171027366517E+02
0	8.4957796111150E-01	8.0109985912260E-01	1.0000000000000E+00	1.6509556338936E-01	3.3354531443632E-02	3.6078139931965E-02	4.2969170124097E-01	6.5931529537155E-02	2.6042786025035E+01	4.6601252170802E+02
0	9.3549719329690E-01	8.7515499866637E-01	1.0000000000000E+00	1.6509556338936E-01	2.8372108139066E-02	3.0688870246490E-02	3.6550534174558E-01	5.6082829074169E-02	2.2152574458842E+01	3.9640064146616E+02
